plant,molecules
Solanum indicum,Diosgenin
Solanum indicum,Solasonine
Solanum indicum,Dihydrosolasodine
Solanum indicum,Solanine
Solanum indicum,Indioside A
Solanum indicum,Carpesterol
Solanum indicum,Capsimine
Solanum indicum,Khasianine
Solanum indicum,Solanidine
Solanum indicum,Dioscin
Solanum indicum,Protodioscin
Solanum indicum,Methyl protodioscin
Solanum indicum,beta-Sitosterol
Solanum indicum,Daucosterol
