plant,diseases
Solanum indicum,Antineoplastic agents
Solanum indicum,Liver diseases
Solanum indicum,Pruritus
Solanum indicum,Vomiting
Solanum indicum,Anthelmintics
Solanum indicum,Asthma
Solanum indicum,Colic
Solanum indicum,Common cold
Solanum indicum,Cough
Solanum indicum,Dysuria
Solanum indicum,Expectorants
Solanum indicum,Fever
Solanum indicum,Flatulence
Solanum indicum,Labor pain
Solanum indicum,Toothache
