plant,diseases
Premna serratifolia,Antirheumatic agents
Premna serratifolia,Appetite stimulants
Premna serratifolia,Colic
Premna serratifolia,Common cold
Premna serratifolia,Dyspepsia
Premna serratifolia,Fever
Premna serratifolia,Flatulence
Premna serratifolia,Galactogogues
Premna serratifolia,Neuralgia
Premna serratifolia,Liver diseases
